carpark_number,longitude,latitude,nbus_500,nbus_100,school_500,mrt_500
U17,103.756805573197,1.35009596559791,20,0,0,0
U4,103.743219963037,1.35065356523015,12,1,2,0
U1,103.746981501513,1.34838970301781,18,0,0,0
TGML,103.739341480221,1.32174968731496,15,2,0,0
BRBL,103.850707491003,1.30659689422405,8,0,0,2
BL18,103.714437332527,1.34648845221846,21,0,2,0
BRB1,103.850585978632,1.30606674923535,9,1,0,2
J61,103.688424907971,1.3400767800039,12,1,3,0
J73,103.698222085255,1.34399538592604,22,0,2,0
J74,103.696112293441,1.34266458406925,26,2,1,0
U39,103.750988845481,1.34975943162847,15,1,2,0
U40,103.751368303705,1.34863240139712,20,2,3,0
U41,103.752048349981,1.34948459705518,19,1,3,0
C3M,103.770131034559,1.30981358763305,14,0,2,0
C4M,103.770502512952,1.31148010869757,17,1,2,0
J70,103.693508734471,1.34368703547005,23,0,0,0
J75M,103.693089020344,1.34413466038172,22,0,0,0
JM15,103.700082433655,1.34088882883945,21,0,3,0
JM18,103.699529255337,1.34299662848967,24,0,3,0
C24,103.771286676964,1.32419762068627,5,0,0,0
C27,103.77051277091,1.32224226281682,11,1,0,0
KTM5,103.829461390033,1.28252909743668,11,2,1,0
KTM6,103.829243442409,1.28185645216714,9,2,1,0
BP2,103.827004328282,1.27409169127108,11,0,0,0
BBM3,103.75991777084,1.34450628322565,11,0,2,0
BBM5,103.757933611524,1.34324288507703,16,0,2,0
U33,103.751306964305,1.35497823925369,16,2,2,1
U34,103.753703227508,1.35173368582319,17,2,2,0
J84M,103.696478557493,1.34772468307253,16,1,2,0
J85M,103.696234875051,1.34997718954676,10,0,1,0
Q84,103.796673185293,1.30678098777834,9,0,0,0
Q87,103.796238409487,1.30887893710383,12,0,0,1
Q89,103.795049795309,1.3062461348732,12,1,0,0
BM5,103.807619501422,1.28843155606342,15,0,0,1
TB1,103.818525004381,1.27838063594341,12,1,0,0
TB3,103.819467668237,1.27683918285987,13,0,0,0
TB9,103.822233439256,1.27328899776074,16,0,0,0
TBC3,103.817600775984,1.27897302470543,12,2,0,0
C26,103.769929065203,1.32258776108661,8,0,0,0
C25,103.769055517241,1.32239272321646,8,0,0,0
C22M,103.77021551085,1.32174637069336,11,1,0,0
JM7,103.703006456786,1.34248592800673,17,2,1,0
JM30,103.703884813889,1.35049912635745,15,2,2,0
J72,103.697733794226,1.34726728496265,18,2,2,0
J69,103.693640656696,1.33968739721516,24,2,0,0
JM23,103.703787405644,1.35356268843366,11,0,2,0
JM19,103.702821143712,1.35197369206251,11,0,1,0
U43,103.745936918798,1.36508311373815,13,1,1,0
W21,103.77709593565,1.43380410682215,13,1,4,1
W24,103.779404607402,1.43063065929603,11,1,2,0
M25,103.888177711009,1.32422544431015,10,1,0,0
M3,103.885707421104,1.33068085622753,13,0,0,0
M4,103.887659701755,1.3290227940584,14,1,0,0
MM1,103.887063625057,1.33045510029061,15,0,0,0
MM2,103.886094249665,1.32433968750611,11,0,2,0
MM4,103.885486552032,1.32932965670418,14,0,0,0
UA2,103.879228838414,1.33369095999958,11,1,1,1
UA3,103.88062786479,1.33465443487361,7,0,1,1
UA5,103.881182053495,1.33651336284135,4,0,1,0
UAM1,103.879213581489,1.33449780875893,8,0,1,1
JM31,103.697559329234,1.34202665158484,23,2,3,0
BBM9,103.751771828672,1.36583063528229,9,0,1,0
C21M,103.766526732001,1.31166119443481,16,1,2,0
U13,103.753222296157,1.34780344700207,19,0,3,0
C13M,103.766179840158,1.32056337141105,13,0,0,0
C12,103.766106072935,1.32178984437935,11,0,0,0
C14M,103.765185460601,1.31739237532048,16,0,3,1
C10,103.768962945216,1.31846320732282,13,0,1,0
BL10,103.711425137944,1.34376184065735,18,2,1,0
BL19,103.713345663581,1.34877728099847,18,0,1,0
BL3,103.709234555228,1.34687470761309,18,0,0,0
J50,103.722520940491,1.35370720919841,11,1,1,0
J60L,103.717872279532,1.34975461447697,15,0,3,0
J62,103.685407639614,1.34088978226791,8,0,3,0
J62M,103.686555370924,1.33987302748123,9,2,3,0
J63,103.686442787698,1.34177926283375,10,0,3,0
J65,103.689295832723,1.34277048726823,15,1,1,0
J71,103.69417441758,1.34622764756059,18,0,1,0
J76M,103.694529175815,1.34430441230655,25,0,2,0
J77M,103.698560619131,1.34744542350681,19,1,2,0
J78M,103.695123281173,1.34156585497183,28,0,0,0
J79M,103.694938806298,1.34650108353181,20,0,2,0
J80M,103.700969493023,1.34554734300345,16,2,2,0
J81M,103.700177324868,1.34959145906928,21,0,1,0
J82M,103.692450100139,1.34585000765068,14,2,1,0
J83M,103.695064442331,1.35022065301556,10,0,1,0
J86M,103.699090105732,1.34996227233592,14,0,1,0
J88M,103.707206189343,1.34167926764919,17,0,0,0
J89M,103.705900791485,1.34237534507963,17,2,1,0
J98M,103.696856975802,1.3397788016971,29,0,1,0
J99M,103.696042975809,1.33973330270424,28,0,1,0
JM10,103.697287459009,1.33894867849231,28,1,1,0
JM13,103.699744926115,1.33947094700527,19,1,2,0
JM22,103.702591748158,1.34474854196757,17,2,2,0
JM25,103.700628182367,1.34430368003993,19,1,2,0
JM28,103.695687816079,1.33532722240945,14,1,0,0
JM29,103.694504539652,1.3370050641486,22,2,0,0
TBM3,103.808972846138,1.27337433591129,14,0,1,1
TBM4,103.807811670278,1.27730553818201,7,1,1,0
BJ49,103.761486753403,1.38489746000688,22,0,2,1
Y11,103.829954511095,1.42577546121802,15,0,3,0
Y8,103.831278070403,1.42944491906926,17,0,3,1
Y13,103.837864919105,1.43121489565978,21,1,2,1
Y3,103.828886521341,1.43471142219389,15,0,2,0
Y3M,103.827469816348,1.43354468208133,12,0,1,0
Y39,103.840526740156,1.42004998171817,14,0,3,0
Y48,103.847817778512,1.42938786293558,10,0,2,0
Y48M,103.847529495523,1.42836712560183,12,0,2,0
Y15,103.836814323532,1.43464815368302,14,1,5,0
Y4,103.831540849932,1.43475410276261,14,0,3,0
Y27,103.833623483534,1.41420970932528,9,0,1,1
Y49,103.847815299145,1.42606125653763,11,0,2,0
Y21M,103.834854009184,1.4353598620997,13,0,4,0
Y28,103.834008086438,1.41562821855449,12,0,2,1
Y28M,103.834371468936,1.41544528458703,13,0,3,1
Y33,103.83610980649,1.42222970633382,18,2,1,0
Y49M,103.847508623859,1.42439344876828,12,1,3,0
Y49L,103.847264856017,1.4239686967948,12,2,2,0
Y7,103.827450543014,1.42730181793245,13,1,3,0
Y57,103.846465963906,1.42399206304058,13,1,3,0
Y21,103.837155174273,1.43690200401042,12,0,4,0
SB19,103.821357666373,1.45159164275342,22,2,1,1
SB24,103.823549484905,1.45232239636282,15,2,1,0
S19L,103.820911396835,1.45136605677181,25,2,2,1
S24L,103.823704713053,1.45316111019205,14,1,1,0
SB2,103.820502733298,1.44644833477035,24,2,2,1
SB16,103.817321170345,1.44821604510944,27,2,2,1
SB26,103.815223952965,1.45646501809381,13,2,3,0
SB27,103.817396471677,1.4566224164763,13,1,3,0
SB28,103.815638409525,1.45486333925637,14,1,4,0
SB3,103.818740507204,1.44493769850052,18,2,2,1
SB15,103.816693626696,1.44892718057524,24,2,2,1
SB4,103.821273164723,1.44407970744667,18,0,2,0
SB5,103.81824101338,1.44607760220895,20,0,2,1
SB18,103.81370144291,1.44893112120316,19,0,1,0
SB21,103.814235639787,1.45178128558997,20,0,3,0
SB29,103.820073441041,1.45304509348165,22,2,2,1
SB30,103.813539776315,1.4554680859085,12,0,3,0
SB31,103.814523189211,1.45552667904927,14,2,3,0
SB23,103.818389242903,1.4500353806754,24,2,3,1
SB22,103.820288292334,1.45116755718215,29,2,3,1
SB34,103.813521596665,1.45464503350907,11,0,3,0
SK36,103.891541128436,1.38885342924562,22,2,2,2
SK37,103.890608655618,1.38744865068714,19,1,2,2
SK42,103.889333099523,1.38787920466601,17,1,3,2
SK23,103.906094682692,1.38622337341968,16,2,1,1
SK10,103.898236037163,1.39026401752401,21,2,4,0
SK19,103.902428157001,1.39477325295803,16,2,3,1
SK20,103.903914304261,1.39410689532618,15,1,2,1
SK11,103.899463483539,1.38840318112485,21,0,4,0
SK45,103.898738179559,1.39760051961837,7,0,3,1
SK4,103.900062072932,1.38213301815495,15,2,3,2
SK77,103.876532753858,1.39031568005166,8,1,2,2
SK16,103.90090376595,1.38372970413515,18,0,3,2
SK63,103.897977319845,1.38404661008889,17,2,3,2
SK7,103.897991187245,1.3890692026661,23,1,2,0
MR4,103.859973104332,1.30791404317716,14,0,0,1
CR7,103.862339328431,1.3055058809529,19,0,0,1
KB4,103.870683017022,1.32312996053951,13,1,0,0
JRM,103.861854174992,1.30716701989926,16,1,0,2
SD5,103.879914883678,1.31776892051572,15,3,2,1
KB12,103.861586647034,1.31910620017683,12,0,0,1
UBK4,103.874088216801,1.31528793831425,11,0,0,1
SD2,103.878364864327,1.31692245960171,11,1,0,0
SDM2,103.878455061033,1.31613279500049,13,0,0,1
SG3,103.862176686031,1.32514700022567,7,1,2,0
NBRM,103.863010439959,1.30400361667908,21,0,0,2
SG2,103.862212060947,1.32411623951001,7,3,2,1
SDM,103.874451408596,1.31246021162246,14,0,0,1
SD3,103.879247617028,1.31732996445847,14,1,2,1
W107,103.789596954058,1.42980075321887,17,1,3,0
W30,103.774068324764,1.43029019955138,16,1,3,1
W28,103.773857089794,1.43011733042847,15,1,3,1
W44,103.772263918459,1.42798985503243,9,0,0,0
W45,103.775161840127,1.42798140432516,11,0,2,0
W7,103.777608294417,1.44313612428987,22,1,0,0
W19,103.777208333743,1.43759455229014,17,0,2,0
W780,103.80110119715,1.44823518500317,15,0,1,0
W101,103.805785724715,1.44254432672344,15,0,1,0
W13,103.774807906983,1.4435372787951,20,0,1,0
W48,103.789026046938,1.44316789941201,12,0,3,0
W102,103.806616629934,1.44120480685176,12,0,1,0
W37,103.79043222,1.44187532254671,16,2,3,1
W52,103.789486535974,1.44139837206645,17,2,3,1
W64,103.797099146241,1.43789593289374,20,0,2,0
W17,103.781647221767,1.43668196786801,10,0,0,0
W18,103.780442950626,1.43904250217394,17,2,0,0
W58,103.792252439175,1.43605016190738,20,0,2,1
W5,103.778194251994,1.44075409726083,18,2,1,0
W5M,103.778753449431,1.44163940382,19,2,0,0
W23,103.78112571087,1.43221125170495,13,1,2,0
W40,103.79201590187,1.44159628082276,20,0,4,0
W49,103.792028211478,1.44290768135822,18,0,4,0
W50,103.793694754772,1.44292561849275,17,2,2,0
W51,103.792635310824,1.44228997502428,19,0,4,0
W36,103.786419066203,1.44137836211154,14,0,3,1
W10,103.775320185964,1.43935179300566,17,0,2,0
W6,103.777953963324,1.44210247357219,23,1,0,0
W181,103.779296800784,1.43965386998101,15,1,1,0
W14,103.772974672318,1.44705221629299,9,0,0,0
PM6,103.96339473252,1.37080219607977,21,1,2,0
PM17,103.959700669125,1.36279285249953,14,0,2,0
PM14,103.960105397908,1.36470843282672,16,0,2,0
PM29,103.943373732934,1.3773336408343,23,0,2,0
PM16,103.962720606886,1.36235873304778,14,2,1,0
PM18,103.956879827691,1.36475655010154,9,0,3,0
PM11,103.963457018404,1.3647932754079,22,2,1,0
PM7,103.963249921591,1.36755763817199,19,1,1,0
PM13,103.959597741675,1.36647355477753,15,0,2,0
PM45,103.935904893913,1.37460195488744,16,0,3,0
PM41,103.934124396035,1.37873742012472,14,1,2,0
PR1,103.957999802334,1.36733183955971,13,0,3,0
PM19,103.957022738525,1.36795677755504,13,1,3,0
PM40,103.93538366563,1.37794761326017,16,3,3,0
PM37,103.936019520133,1.38192478774439,12,1,0,0
PM36,103.937070549788,1.38241655864518,10,0,0,0
SK93,103.875381818924,1.39393705425638,12,0,1,2
SK2,103.900114145418,1.39028340682978,19,1,3,0
SK60,103.873259967456,1.38775958325072,13,2,1,0
SK15,103.899534180227,1.39360384273216,21,0,3,1
SK17,103.898706817481,1.39282139077437,21,1,4,1
SK12,103.900658039337,1.38320147964749,20,0,2,2
W4,103.776746148654,1.44245814875092,22,0,1,0
SK22,103.905215411557,1.38722444847627,21,1,1,3
SK21,103.9031595106,1.38280472051791,13,0,2,1
SK13,103.900743593932,1.38817411016374,20,0,4,0
SK6,103.900937363796,1.38946732451962,20,1,4,0
CK52,103.750236357297,1.40065903012873,17,3,3,1
P1,103.907015994093,1.3993255232639,21,2,2,1
P2,103.906015469762,1.40009682917911,21,0,3,1
P3,103.905774458657,1.39845683708253,16,1,2,1
P4,103.905622898827,1.3972271617557,17,0,4,1
P5,103.907641896307,1.396877554713,13,0,3,1
P6,103.909462343403,1.39536856955656,12,0,3,2
PL14,103.905049450072,1.40239687754578,23,0,4,1
PL15,103.912584952759,1.39486251887647,8,1,3,1
PL25,103.91177770471,1.39551982553955,10,0,3,1
PL29,103.913265967366,1.40053884701366,13,0,4,1
PL30,103.914093841679,1.39435394473751,8,0,2,1
PL31,103.90619802299,1.40367858329091,20,2,3,0
PL32,103.904606666241,1.40484725001724,17,2,1,0
PL33,103.90989066576,1.40125538700892,20,2,3,1
PL39,103.897952803458,1.4040002035818,11,2,0,2
PL40,103.899150331378,1.40372106351862,15,0,0,1
PL41,103.901942680435,1.40265108832267,18,1,2,0
PL42,103.911697256631,1.40212642399456,13,0,2,0
PL44,103.901328753224,1.39885655665263,11,0,2,0
PL45,103.914500237714,1.39362938020769,8,0,2,1
PL46,103.911629841452,1.40025943174779,15,0,5,0
PL48,103.900383766483,1.4030051179068,17,2,1,1
J10,103.740093654431,1.34201668247345,17,1,3,0
J11,103.7399376555,1.34291966694515,11,0,3,0
CK32,103.743962690334,1.37739477503584,18,0,1,0
BJ51,103.763464273128,1.37939840870791,25,2,1,0
BJ52,103.762637905945,1.37911336132343,23,1,1,0
SK25,103.89795579644,1.39292097028495,19,1,3,1
SK26,103.896558616183,1.39351434235819,18,0,2,2
SK32,103.892164373489,1.38765834596692,21,2,2,2
SK33,103.89239969864,1.38833150225595,23,2,2,2
HG11,103.894980428553,1.36595908495262,15,0,0,0
PL68,103.89563899985,1.40284977714673,6,0,0,1
PL69,103.917614585792,1.40253475955328,2,0,0,1
MLM,103.803454521064,1.29336500541006,16,2,0,0
CR2,103.865658220172,1.30468354035789,11,0,0,2
CR3,103.864324795307,1.30506865379077,15,1,0,2
W57,103.789450846543,1.43678213479688,18,2,3,1
BE36,103.844535382735,1.35749516972048,10,2,1,0
BE37,103.844420837704,1.35800794122712,11,2,1,0
BE38,103.844566487678,1.35889863001258,9,1,1,0
BE42,103.844548146946,1.3555617806229,6,0,1,0
BE7,103.853022890772,1.34500469914902,12,0,4,0
SE13,103.870330188763,1.3565716827002,13,0,2,1
SE16,103.867719932116,1.35261889005698,14,1,3,2
SM1,103.839328195095,1.35791808450825,13,2,0,0
SM3,103.839066597916,1.35470514075408,13,0,1,0
JB3,103.884288413211,1.30052504023038,9,0,0,1
JB4,103.883168830504,1.30348322073544,10,0,0,1
K2,103.882351306726,1.30873647549794,13,0,0,0
K2T,103.883543632437,1.30753801339003,14,0,1,2
KM2,103.88773705618,1.30877082004129,10,1,2,1
KM3,103.882946450786,1.30850397786192,10,0,1,1
TRS,103.88347010009,1.30064941949435,9,0,0,1
ACM,103.885060947615,1.32100429010596,8,0,2,0
GE1A,103.883437784259,1.31988748882181,12,0,2,1
GE1F,103.884235643105,1.31920994810454,12,1,2,1
GE1G,103.886308837045,1.32096240876741,8,0,2,0
GE2,103.884839403283,1.31794542178385,12,1,2,1
GE3,103.887363268966,1.3175009923126,11,0,1,0
GE5,103.88756528217,1.31654978026759,11,0,0,0
JB1,103.882786584161,1.30240182549227,12,0,0,1
JB2,103.88299671365,1.30162760668841,11,0,0,1
K7,103.886016910437,1.30889451887233,8,0,2,1
KM4,103.885362808782,1.30849255260175,10,0,2,1
LT1,103.911575591498,1.3230365361177,9,0,0,1
LT2,103.910873694598,1.32390817417409,8,0,0,1
LT3,103.910492607442,1.32503593050984,4,1,0,0
M1,103.886436388264,1.32307478116112,8,1,0,0
M32,103.882792969479,1.32231287123776,11,0,4,0
MP1,103.917522173252,1.30481835995201,12,0,4,0
MP17,103.914895457046,1.30612776691317,21,2,5,0
MP2,103.91665765027,1.30422461438827,14,0,3,0
MP5,103.916165196659,1.30610964689025,20,2,4,0
MP5M,103.912478366917,1.30544802439507,19,0,2,0
MP5S,103.912569247641,1.30467203749956,18,2,2,0
MP6,103.916381424269,1.30549657962492,18,2,4,0
MP7,103.914688790906,1.30558127833997,21,1,5,0
SK9,103.905921755233,1.39081416530162,18,2,2,2
SK14,103.905337320696,1.38981503628706,21,2,3,2
BE10,103.853295407985,1.34774103683307,12,0,4,0
BE11,103.853041355038,1.34977945545382,10,0,2,1
BE13,103.851527639209,1.34488554091771,14,1,3,0
BE14,103.855431690197,1.34705912300086,9,1,2,0
BE26,103.848456699419,1.35589523545262,10,1,0,0
BE27,103.848631146247,1.35665621354662,9,0,0,0
BE28,103.848050392203,1.35792578374441,9,0,0,0
BE29,103.845900851146,1.35745270034741,8,1,1,0
BE30,103.846445329934,1.35746397214867,8,0,1,0
BE31,103.846095243495,1.35886686380925,7,0,1,0
BE32,103.846672475151,1.35917101558305,7,0,0,0
BE4,103.848377782615,1.34649553739341,17,0,2,0
BE5,103.850961063469,1.34617737632749,16,0,2,0
BE6,103.851883342573,1.34474821410259,13,1,3,0
BE9,103.856182773949,1.34717026150898,11,0,2,0
CLM,103.814400630046,1.29248301199208,19,1,2,1
BM14,103.80884793933,1.28904073661503,22,1,0,1
BM19,103.818702648533,1.28571244802543,20,0,1,1
BM20,103.818760208046,1.28524729551706,18,0,1,0
BM4,103.80895514474,1.28766728424873,18,0,0,1
BM6,103.813764499017,1.28953339055007,26,1,3,1
BVM2,103.823375662497,1.28349280288791,15,0,1,0
CM1,103.83921657284,1.27445807410158,17,0,0,0
H12,103.827409049688,1.29199377306611,14,0,0,0
H14,103.832443782297,1.28842120851927,13,0,0,1
H3,103.832515357445,1.29100868689111,12,2,0,0
H8,103.830922138015,1.28772696549104,15,0,0,1
HCM,103.821559940018,1.2890460476816,19,2,2,0
HE1,103.822355393474,1.28922214285323,15,1,2,0
HE19,103.820985076745,1.29054061910106,16,2,3,1
HE24,103.820985333231,1.28466809325958,20,2,0,0
HE4,103.822782855841,1.28347091305665,14,0,1,0
JMB1,103.827017547253,1.28193489222984,13,0,1,0
JRTM,103.810327689864,1.2893587269753,20,0,0,1
KTM,103.8286510202,1.28306938267032,10,2,1,1
KTM2,103.827476166039,1.2834464796053,10,0,1,1
KTM3,103.828648028888,1.28063943549265,7,0,0,0
KTM4,103.827297312821,1.28148144614253,13,0,1,0
LBM,103.815228412227,1.289296903717,26,1,2,1
PP9T,103.866060086841,1.33219467825718,15,0,3,1
RHM2,103.816956841126,1.28697768992343,21,2,2,1
RHM3,103.81727324817,1.28791577695299,19,3,2,1
RHM4,103.815792615404,1.28795831840187,26,1,2,1
RHS,103.815616395807,1.28828861382552,24,1,2,1
HG30,103.896965902802,1.37325913194905,14,0,2,0
HG31,103.896317842443,1.3754845441163,16,0,3,0
HG32,103.886060168368,1.37137905832961,22,1,4,0
HG39,103.885967780144,1.36994339987184,21,0,2,0
HG47,103.893962180732,1.37118408908204,18,0,2,0
HG48,103.894093694761,1.37542517007049,18,0,1,0
HG49,103.894759316379,1.37879334341881,17,0,2,1
HG50,103.891333667407,1.37733183605952,21,0,3,1
HG51,103.890113141272,1.37865104841741,20,1,0,1
HG52,103.889755601478,1.38028262960107,17,2,0,1
HG54,103.884354743098,1.35664435394087,8,0,0,2
HG55,103.893212203787,1.37268343016966,19,0,3,0
HG60,103.891193802696,1.37900437795785,20,0,1,1
HG61,103.889154445419,1.37965402784891,18,1,1,1
HG62,103.888559587993,1.38082699622162,13,2,1,1
HG67,103.895817612403,1.37429266295628,18,1,3,0
HG68,103.891839516664,1.36992445116982,22,0,1,0
HG69,103.892969769849,1.36998074238663,20,0,1,0
HG7,103.887802968334,1.35365299945538,12,0,3,1
HG70,103.88850841193,1.37897356713733,20,1,1,1
HG76,103.8794732801,1.35181136707298,12,2,0,0
HG77,103.884244123071,1.37545419418646,22,2,4,0
HG78,103.883265934398,1.37677564618289,21,0,4,0
HG79,103.880491342577,1.37604807170911,20,1,3,0
HG89,103.894029022762,1.37784239036157,17,0,1,1
HG94,103.880647787738,1.38156100224904,11,1,2,0
HG95,103.890100184271,1.35397786722438,16,2,2,1
HG96,103.889769069391,1.35268125220462,14,0,1,1
HG97,103.894757411074,1.37122213787515,18,0,2,0
HG99,103.889047925116,1.34943469898558,12,0,1,0
J12,103.738260905311,1.34336292527639,12,0,3,0
J14,103.739079815316,1.34409384006792,11,0,3,0
J15,103.741417939618,1.34404181128829,10,0,4,0
J16,103.735643334707,1.34440108183756,18,1,0,0
J18,103.734845072165,1.34689075672887,14,0,1,0
J22,103.730198503029,1.35132035199711,11,0,3,0
J23,103.732015898337,1.35002832030992,10,0,2,0
J23M,103.732133239179,1.34901919084561,12,0,2,0
J8,103.741574039036,1.34043019431387,13,0,3,0
J9,103.74200092092,1.34212243516899,9,0,3,0
J90,103.74742951235,1.3415340869158,10,0,0,0
J91,103.744095552234,1.33746821392711,10,0,0,0
J92,103.74685494296,1.33749208904446,9,0,0,0
J93,103.745089676037,1.33919263062599,10,1,0,0
J94,103.743196941366,1.33967234147381,12,0,3,0
J95,103.747086884528,1.34007401884527,8,0,0,0
J96,103.744891612042,1.34147873751752,11,1,1,0
J97,103.745939532067,1.34238929484579,11,0,1,0
BBM2,103.749882248379,1.35086707070928,14,1,1,0
U12,103.749470272622,1.34696157183413,17,0,2,0
CK56,103.746670713406,1.40119604658902,18,3,2,1
CK57,103.74832374074,1.40223935360943,14,0,2,0
U51,103.74648387196,1.36484419185718,14,1,2,0
B59,103.925953420397,1.33745918527548,9,1,1,0
B60,103.929056697019,1.33719422176863,12,0,1,0
B97,103.923508078556,1.3361557898964,6,0,2,0
CC12,103.924925546873,1.32676609356985,16,2,1,1
SK39,103.898047911022,1.39622574807509,11,0,2,2
SK81,103.873275757069,1.39202752679738,17,0,1,1
PM10,103.962473964563,1.36674642147396,19,0,1,0
PM25,103.945608889804,1.37639013120977,18,2,1,0
